# kind,quest_id,creature_entry,display_id,x,y,z,orientation
giver,116,346,3370,-9211.5,-2145.7,64.4372,3.62629
giver,117,239,3265,-11272.6,1455.03,89.6325,5.37561
giver,118,415,3358,-9259.44,-2243.22,64.0584,3.14159
giver,119,514,1288,-9456.65,87.8553,58.4271,2.40855
giver,120,344,1753,-9218.61,-2221.8,67.6227,1.5708
giver,121,466,1688,-8953.95,521.019,96.5399,3.83972
giver,122,415,3358,-9259.44,-2243.22,64.0584,3.14159
giver,124,415,3358,-9259.44,-2243.22,64.0584,3.14159
giver,125,341,1748,-9279.22,-2268.53,67.6306,5.25344
giver,126,415,3358,-9259.44,-2243.22,64.0584,3.14159
giver,127,381,3360,-9261.03,-2172.66,64.2033,1.27409
giver,128,903,3446,-9412.65,-2255.45,67.6043,3.735
giver,129,379,3367,-9218.02,-2148.62,64.3548,4.47915
giver,130,464,2150,-9609.64,-1902.4,59.8859,4.09018
giver,131,342,1743,-9245.81,-2045.33,77.1861,5.23599
giver,132,266,1741,-9231.59,-2145.62,71.3951,5.35816
giver,133,289,4328,-10283.0,74.4014,38.9313,2.02458
giver,134,289,4328,-10283.0,74.4014,38.9313,2.02458
giver,135,234,1690,-10508.8,1045.23,60.7013,1.95477
giver,141,332,1736,-8815.27,362.3,109.604,4.55531
giver,142,234,1690,-10508.8,1045.23,60.7013,1.95477
giver,143,344,1753,-9218.61,-2221.8,67.6227,1.5708
giver,144,234,1690,-10508.8,1045.23,60.7013,1.95477
giver,145,344,1753,-9218.61,-2221.8,67.6227,1.5708
giver,146,263,4321,-10552.2,-1108.79,31.5114,3.22886
giver,147,240,1985,-9465.52,74.0069,56.7785,4.59022
giver,148,289,4328,-10283.0,74.4014,38.9313,2.02458
giver,149,265,4323,-10532.0,-1213.64,28.2175,0.150732
giver,150,381,3360,-9261.03,-2172.66,64.2033,1.27409
giver,151,238,1692,-9853.05,919.542,30.4614,4.7822
giver,152,392,1279,-11407.1,1966.15,10.5123,3.14159
giver,153,878,2373,-10636.3,1127.26,33.8767,5.91667
giver,154,302,915,-10780.2,-1380.28,39.7193,0.113498
giver,155,467,2311,-10508.4,1068.0,55.2111,2.1293
giver,156,273,1731,-10517.4,-1158.66,28.1995,5.21853
giver,157,265,4323,-10532.0,-1213.64,28.2175,0.150732
giver,158,289,4328,-10283.0,74.4014,38.9313,2.02458
giver,159,273,1731,-10517.4,-1158.66,28.1995,5.21853
giver,160,289,4328,-10283.0,74.4014,38.9313,2.02458
giver,161,1093,1685,-4737.9,-3263.86,310.34,2.82743
giver,163,633,1571,-10593.1,-1200.6,28.4989,6.11116
giver,164,633,1571,-10593.1,-1200.6,28.4989,6.11116
giver,165,633,1571,-10593.1,-1200.6,28.4989,6.11116
giver,166,234,1690,-10508.8,1045.23,60.7013,1.95477
giver,167,656,2363,-8469.0,501.28,99.912,1.801
giver,168,656,2363,-8469.0,501.28,99.912,1.801
giver,170,713,1355,-6216.53,339.002,383.454,3.90954
giver,174,276,4326,-10581.1,-1321.31,50.3933,0.466017
giver,175,276,4326,-10581.1,-1321.31,50.3933,0.466017
giver,177,302,915,-10780.2,-1380.28,39.7193,0.113498
giver,179,658,1362,-6236.74,331.113,382.911,3.00197
giver,181,276,4326,-10581.1,-1321.31,50.3933,0.466017
giver,182,786,1354,-6363.0,567.085,385.851,2.47837
giver,183,714,1363,-6222.47,688.973,385.002,4.97419
giver,214,820,2374,-10504.8,1033.25,95.7958,4.43314
giver,217,1092,1630,-5842.82,-2634.58,323.051,6.03884
giver,218,786,1354,-6363.0,567.085,385.851,2.47837
giver,219,349,1826,-8756.77,-2187.12,139.975,2.96706
giver,220,5899,4536,-3617.51,-1776.77,135.658,3.54302
giver,224,1089,1628,-5832.74,-2602.53,314.068,0.191986
giver,226,893,4329,-10314.2,625.039,26.6238,0.854613
giver,233,658,1362,-6236.74,331.113,382.911,3.00197
giver,234,714,1363,-6222.47,688.973,385.002,4.97419
giver,235,10880,10186,1568.96,-4207.38,43.7314,2.88835
giver,237,1091,1625,-5893.03,-2642.99,311.015,1.88496
giver,239,240,1985,-9465.52,74.0069,56.7785,4.59022
giver,240,272,1715,-10507.7,-1161.96,28.1995,4.57885
giver,244,464,2150,-9609.64,-1902.4,59.8859,4.09018
giver,245,888,2384,-10923.2,-384.928,39.4344,0.942478
giver,246,1070,2151,-9443.69,-2238.0,70.6904,3.735
giver,247,12696,12970,2310.52,-2554.7,101.948,2.42601
giver,249,313,3348,-9553.08,-728.152,99.2522,2.16421
giver,250,1093,1685,-4737.9,-3263.86,310.34,2.82743
giver,251,263,4321,-10552.2,-1108.79,31.5114,3.22886
giver,252,268,4324,-10573.7,-1128.0,29.1669,3.47011
giver,253,263,4321,-10552.2,-1108.79,31.5114,3.22886
giver,255,1139,1597,-5305.5,-2948.04,334.277,4.95674
giver,257,1187,1356,-5691.63,-4296.11,407.828,5.72972
giver,258,1187,1356,-5691.63,-4296.11,407.828,5.72972
giver,262,311,4327,-10329.9,623.241,26.8738,5.81832
giver,263,1090,1629,-5858.19,-2641.15,309.157,3.05433
giver,264,5543,3371,-1033.71,215.326,110.899,3.24405
giver,265,265,4323,-10532.0,-1213.64,28.2175,0.150732
giver,266,267,1720,-10560.0,-1124.98,30.071,1.33736
giver,267,1092,1630,-5842.82,-2634.58,323.051,6.03884
giver,268,288,4325,-10731.4,337.138,38.4686,0.2883
giver,269,311,4327,-10329.9,623.241,26.8738,5.81832
giver,270,1212,5548,-8529.0,855.316,106.619,3.886
giver,271,1156,19826,-5667.48,-4248.17,407.194,4.67748
giver,272,11799,11766,7874.23,-2224.18,469.159,3.57792
giver,273,1105,1572,-5359.14,-3020.87,319.665,4.06662
giver,274,1073,1672,-2648.59,-2459.22,80.4825,0.401426
giver,275,1244,480,-3261.47,-2720.74,9.53705,5.38068
giver,276,1244,480,-3261.47,-2720.74,9.53705,5.38068
giver,277,1244,480,-3261.47,-2720.74,9.53705,5.38068
giver,278,1093,1685,-4737.9,-3263.86,310.34,2.82743
giver,279,1242,3461,-3761.23,-733.229,8.04967,1.36835
giver,280,1093,1685,-4737.9,-3263.86,310.34,2.82743
giver,281,1242,3461,-3761.23,-733.229,8.04967,1.36835
giver,282,786,1354,-6363.0,567.085,385.851,2.47837
giver,287,1252,1376,-5644.37,-499.163,396.752,1.79769
giver,291,1252,1376,-5644.37,-499.163,396.752,1.79769
giver,297,1345,3432,-5713.75,-3783.78,323.018,5.55015
giver,298,1344,3437,-5694.65,-3812.45,321.7,1.09956
giver,301,1105,1572,-5359.14,-3020.87,319.665,4.06662
giver,302,1356,3594,-4631.19,-1303.73,503.465,2.6529
giver,307,1343,1894,-4825.92,-2676.82,341.206,3.68265
giver,308,1373,3438,-5605.96,-544.451,392.53,0.977384
giver,309,1379,1417,-5764.81,-3433.93,305.89,5.3058
giver,310,1375,3405,-5372.03,315.428,394.444,4.57276
giver,312,1266,1683,-5573.01,99.3317,483.91,5.11381
giver,313,1377,5106,-5473.19,-641.798,393.3,0.174533
giver,314,1265,1651,-5513.78,-1304.71,404.609,3.50811
giver,315,1374,3398,-5378.4,315.291,394.289,4.46804
giver,317,1378,5105,-5466.53,-632.141,393.939,0.0
giver,318,1378,5105,-5466.53,-632.141,393.939,0.0
giver,319,1374,3398,-5378.4,315.291,394.289,4.46804
giver,320,1374,3398,-5378.4,315.291,394.289,4.46804
giver,321,1217,3460,-3818.05,-827.299,9.67523,5.91667
giver,322,1217,3460,-3818.05,-827.299,9.67523,5.91667
giver,323,311,4327,-10329.9,623.241,26.8738,5.81832
giver,325,1416,4998,-8387.0,685.202,95.356,2.286
giver,332,1432,5074,-8848.26,614.981,95.2698,5.11381
giver,333,1427,5551,-8782.9,640.188,97.4065,5.68977
giver,334,1428,5552,-8777.6,713.496,99.6172,0.593412
giver,343,1444,5549,-8623.24,766.655,97.4033,0.837758
giver,344,1440,5553,-8346.0,383.928,122.374,2.242
giver,345,951,3253,-8874.87,-186.332,82.1206,1.309
giver,346,951,3253,-8874.87,-186.332,82.1206,1.309
giver,347,341,1748,-9279.22,-2268.53,67.6306,5.25344
giver,350,332,1736,-8815.27,362.3,109.604,4.55531
giver,353,1416,4998,-8387.0,685.202,95.356,2.286
giver,354,1500,3516,2262.26,244.257,33.717,3.42085
giver,355,1500,3516,2262.26,244.257,33.717,3.42085
giver,356,1495,2858,2022.33,74.046,36.5297,0.0
giver,357,1498,4055,1766.27,66.6262,-46.2381,5.39307
giver,358,1499,3514,2305.91,265.164,38.7532,0.837758
giver,359,1499,3514,2305.91,265.164,38.7532,0.837758
giver,360,1495,2858,2022.33,74.046,36.5297,0.0
giver,362,1500,3516,2262.26,244.257,33.717,3.42085
giver,363,1568,1582,1671.89,1678.29,120.802,0.0349066
giver,364,1569,1584,1843.32,1639.9,97.8113,4.60767
giver,365,1519,1648,2205.75,1184.52,32.328,1.16937
giver,366,1498,4055,1766.27,66.6262,-46.2381,5.39307
giver,367,1518,1565,2259.04,347.048,36.1025,4.86947
giver,368,1518,1565,2259.04,347.048,36.1025,4.86947
giver,369,1518,1565,2259.04,347.048,36.1025,4.86947
giver,370,1515,1649,2278.08,295.587,35.3301,1.93731
giver,371,1515,1649,2278.08,295.587,35.3301,1.93731
giver,372,1515,1649,2278.08,295.587,35.3301,1.93731
giver,374,1652,1666,2270.7,279.998,35.3226,2.70526
giver,375,1521,3515,2249.06,236.785,41.2981,0.0
giver,376,1661,1593,1847.73,1638.65,97.0169,4.15388
giver,380,1570,1583,1848.82,1580.47,94.7451,1.79769
giver,381,1570,1583,1848.82,1580.47,94.7451,1.79769
giver,382,1570,1583,1848.82,1580.47,94.7451,1.79769
giver,383,1570,1583,1848.82,1580.47,94.7451,1.79769
giver,384,1267,1684,-5596.21,-504.132,400.714,2.44346
giver,385,1154,1596,-5621.8,-4248.88,408.011,4.34587
giver,389,1646,1357,-8550.24,719.661,101.802,2.53073
giver,391,1719,1865,-8799.57,828.396,97.754,0.968697
giver,392,1719,1865,-8799.57,828.396,97.754,0.968697
giver,393,1646,1357,-8550.24,719.661,101.802,2.53073
giver,394,482,3246,-8854.12,575.652,101.15,4.11898
giver,395,332,1736,-8815.27,362.3,109.604,4.55531
giver,396,1646,1357,-8550.24,719.661,101.802,2.53073
giver,399,1646,1357,-8550.24,719.661,101.802,2.53073
giver,400,1872,3415,-5573.78,-464.455,402.145,3.9968
giver,401,268,4324,-10573.7,-1128.0,29.1669,3.47011
giver,404,1496,2855,2287.66,403.372,34.0048,3.10669
giver,405,1499,3514,2305.91,265.164,38.7532,0.837758
giver,407,1518,1565,2259.04,347.048,36.1025,4.86947
giver,408,1499,3514,2305.91,265.164,38.7532,0.837758
giver,409,1497,3518,2574.63,-48.2606,33.7965,2.39245
giver,411,1497,3518,2574.63,-48.2606,33.7965,2.39245
giver,412,1269,3440,-5497.94,-455.835,395.438,5.63683
giver,413,1374,3398,-5378.4,315.291,394.289,4.46804
giver,414,1959,1891,-5479.75,-2447.09,400.675,3.54302
giver,415,1872,3415,-5573.78,-464.455,402.145,3.9968
giver,416,1340,1892,-5365.12,-2938.79,326.76,2.33269
giver,418,1963,1404,-5394.1,-2954.41,322.141,0.349066
giver,419,1960,5131,-5163.74,-2329.58,400.675,1.46608
giver,420,1965,1567,-6235.87,152.989,428.399,2.04204
giver,421,1938,1278,552.829,1593.87,130.219,1.31373
giver,422,1938,1278,552.829,1593.87,130.219,1.31373
giver,423,1938,1278,552.829,1593.87,130.219,1.31373
giver,424,1938,1278,552.829,1593.87,130.219,1.31373
giver,425,1950,3540,1290.69,1204.7,52.8049,2.98451
giver,426,1496,2855,2287.66,403.372,34.0048,3.10669
giver,427,1515,1649,2278.08,295.587,35.3301,1.93731
giver,428,1952,3545,522.449,1626.15,104.997,1.48353
giver,429,1950,3540,1290.69,1204.7,52.8049,2.98451
giver,430,1937,1661,522.449,1652.3,125.843,4.86947
giver,432,1254,1569,-5726.58,-1600.29,386.084,3.33358
giver,433,1977,1570,-5714.72,-1580.0,383.288,1.0472
giver,434,7766,6632,-8409.0,450.793,123.76,2.185
giver,435,1978,2684,1409.68,1090.26,53.7694,5.95157
giver,436,1105,1572,-5359.14,-3020.87,319.665,4.06662
giver,437,1952,3545,522.449,1626.15,104.997,1.48353
giver,438,1952,3545,522.449,1626.15,104.997,1.48353
giver,440,1952,3545,522.449,1626.15,104.997,1.48353
giver,441,1499,3514,2305.91,265.164,38.7532,0.837758
giver,442,1952,3545,522.449,1626.15,104.997,1.48353
giver,443,1952,3545,522.449,1626.15,104.997,1.48353
giver,444,1937,1661,522.449,1652.3,125.843,4.86947
giver,445,1518,1565,2259.04,347.048,36.1025,4.86947
giver,446,1498,4055,1766.27,66.6262,-46.2381,5.39307
giver,447,1937,1661,522.449,1652.3,125.843,4.86947
giver,448,1937,1661,522.449,1652.3,125.843,4.86947
giver,449,1950,3540,1290.69,1204.7,52.8049,2.98451
giver,450,2055,1680,1434.48,404.854,-85.1753,2.26893
giver,451,1937,1661,522.449,1652.3,125.843,4.86947
giver,452,2058,1679,-416.182,1496.91,19.8534,0.314159
giver,453,273,1731,-10517.4,-1158.66,28.1995,5.21853
giver,454,2057,1416,-5762.77,-3433.36,305.765,5.3058
giver,455,1342,1893,-4678.5,-2695.41,319.614,4.06662
giver,456,2079,1285,10314.0,829.83,1326.48,2.54818
giver,457,2079,1285,10314.0,829.83,1326.48,2.54818
giver,458,2077,4237,10389.8,763.477,1320.33,3.97935
giver,459,1992,10034,10296.9,870.227,1335.91,5.96477
giver,463,1239,1699,-3792.5,-840.038,9.90435,0.969448
giver,466,1377,5106,-5473.19,-641.798,393.3,0.174533
giver,467,1340,1892,-5365.12,-2938.79,326.76,2.33269
giver,468,1340,1892,-5365.12,-2938.79,326.76,2.33269
giver,469,2093,1409,-3232.96,-2453.78,15.471,3.82227
giver,470,2111,1407,-3746.29,-877.423,10.1325,1.18682
giver,471,2094,1408,-3684.2,-743.032,10.2493,5.06965
giver,475,2078,1896,9887.53,965.54,1313.9,3.66519
giver,476,2107,1854,9845.15,440.93,1317.27,3.15905
giver,477,2121,1948,520.624,1602.92,126.53,1.50098
giver,479,2121,1948,520.624,1602.92,126.53,1.50098
giver,480,2121,1948,520.624,1602.92,126.53,1.50098
giver,481,2121,1948,520.624,1602.92,126.53,1.50098
giver,482,1938,1278,552.829,1593.87,130.219,1.31373
giver,483,2078,1896,9887.53,965.54,1313.9,3.66519
giver,484,2094,1408,-3684.2,-743.032,10.2493,5.06965
giver,486,2078,1896,9887.53,965.54,1313.9,3.66519
giver,487,2151,1681,9852.4,972.153,1305.5,1.16423
giver,488,2150,10035,9920.41,735.951,1313.98,0.99163
giver,489,2081,1682,9811.15,963.279,1308.87,5.68977
giver,492,1518,1565,2259.04,347.048,36.1025,4.86947
giver,493,1937,1661,522.449,1652.3,125.843,4.86947
giver,494,2214,2863,-611.302,401.456,83.1437,0.401426
giver,496,2216,1660,-6.60232,-899.436,57.6278,0.191986
giver,498,2229,3685,-40.6782,-956.998,56.2796,2.05949
giver,499,2216,1660,-6.60232,-899.436,57.6278,0.191986
giver,516,2121,1948,520.624,1602.92,126.53,1.50098
giver,526,1217,3460,-3818.05,-827.299,9.67523,5.91667
giver,527,2215,1645,-33.3555,-927.892,54.5261,1.54421
giver,528,2215,1645,-33.3555,-927.892,54.5261,1.54421
giver,529,2215,1645,-33.3555,-927.892,54.5261,1.54421
giver,530,2050,4011,1604.32,278.268,-55.2596,3.61283
giver,531,1187,1356,-5691.63,-4296.11,407.828,5.72972
giver,532,2215,1645,-33.3555,-927.892,54.5261,1.54421
giver,538,1440,5553,-8346.0,383.928,122.374,2.242
giver,539,2215,1645,-33.3555,-927.892,54.5261,1.54421
giver,540,2277,3702,-817.945,-551.606,15.4026,1.79769
giver,541,2215,1645,-33.3555,-927.892,54.5261,1.54421
giver,542,2277,3702,-817.945,-551.606,15.4026,1.79769
giver,546,2418,1646,-20.3249,-920.868,55.449,6.14526
giver,579,2504,1573,-8347.0,418.2,122.374,0.634
giver,590,6784,5509,2126.65,1305.98,53.9885,2.83146
giver,593,2530,4663,-13650.9,-268.997,8.30007,2.29079
giver,729,2913,1286,6506.35,489.304,6.8245,4.31096
giver,730,2912,1665,9641.92,2607.69,1337.38,0.017453
giver,731,2917,1277,4678.63,601.614,18.4972,2.21657
giver,741,2913,1286,6506.35,489.304,6.8245,4.31096
giver,742,10881,10188,-1231.21,136.75,133.132,3.44483
giver,743,2985,3822,-2397.07,-384.831,-2.19496,5.72468
giver,744,2987,4516,-1264.42,123.301,131.731,3.08923
giver,745,2993,3792,-2333.54,-393.073,-7.92932,3.90954
giver,746,2993,3792,-2333.54,-393.073,-7.92932,3.90954
giver,747,2980,3808,-2912.7,-257.54,53.0241,3.1765
giver,748,2948,3826,-2341.4,-445.449,-6.4173,2.94961
giver,749,2988,1624,-2369.16,-876.936,-9.42208,4.55148
giver,750,2980,3808,-2912.7,-257.54,53.0241,3.1765
giver,752,2981,3809,-2877.95,-221.83,54.9039,4.34587
giver,753,2991,3841,-3052.54,-522.498,27.0143,0.977384
giver,754,2948,3826,-2341.4,-445.449,-6.4173,2.94961
giver,755,2981,3809,-2877.95,-221.83,54.9039,4.34587
giver,756,2948,3826,-2341.4,-445.449,-6.4173,2.94961
giver,757,2982,3813,-3430.31,-139.28,103.16,0.715585
giver,758,2948,3826,-2341.4,-445.449,-6.4173,2.94961
giver,759,2948,3826,-2341.4,-445.449,-6.4173,2.94961
giver,760,2948,3826,-2341.4,-445.449,-6.4173,2.94961
giver,761,2947,3821,-2304.79,-454.809,-5.35507,1.79769
giver,763,2981,3809,-2877.95,-221.83,54.9039,4.34587
giver,764,2988,1624,-2369.16,-876.936,-9.42208,4.55148
giver,765,2988,1624,-2369.16,-876.936,-9.42208,4.55148
giver,766,3055,1678,-2227.54,-365.72,-9.27941,4.86947
giver,767,2993,3792,-2333.54,-393.073,-7.92932,3.90954
giver,768,3050,4517,-1161.03,53.3542,145.878,1.27409
giver,769,3050,4517,-1161.03,53.3542,145.878,1.27409
giver,771,3054,3814,-2243.48,-405.843,-9.34157,1.3439
giver,772,3054,3814,-2243.48,-405.843,-9.34157,1.3439
giver,773,2984,3815,-1508.91,367.215,62.8244,4.45059
giver,775,2994,3824,-992.732,-1109.12,44.4989,2.84489
giver,776,3057,4307,-1209.64,-112.698,163.882,1.5708
giver,780,2980,3808,-2912.7,-257.54,53.0241,3.1765
giver,783,823,2072,-8947.64,-132.319,83.7199,3.33358
giver,784,3139,3736,274.988,-4709.3,17.5719,5.67232
giver,786,3140,4070,-774.774,-4830.36,19.8326,1.29704
giver,787,3144,1619,1905.75,-4161.37,41.2471,0.488692
giver,788,3143,1653,-600.132,-4186.19,41.2663,4.15388
giver,789,3143,1653,-600.132,-4186.19,41.2663,4.15388
giver,790,3287,2025,-397.761,-4108.99,50.2876,1.41372
giver,791,3147,1275,384.743,-4600.13,76.1716,3.89208
giver,792,3145,1875,-629.052,-4228.06,38.2334,5.0091
giver,794,3145,1875,-629.052,-4228.06,38.2334,5.0091
giver,804,3287,2025,-397.761,-4108.99,50.2876,1.41372
giver,805,3145,1875,-629.052,-4228.06,38.2334,5.0091
giver,806,3142,1877,287.265,-4724.88,13.2142,5.2709
giver,808,3188,4072,-825.636,-4920.76,19.7409,0.261799
giver,809,3216,3754,1800.66,-4374.51,-17.1039,4.57276
giver,812,3190,4075,1279.03,-4188.68,28.0245,3.52557
giver,813,3189,4073,1772.72,-4343.18,-7.57187,0.715585
giver,815,3191,3751,312.099,-4664.95,16.4254,4.17134
giver,816,3193,3750,742.385,-4241.65,18.762,2.75762
giver,817,3194,4074,-797.523,-4921.17,22.9571,2.26893
giver,818,3304,4086,-813.994,-4920.57,19.4341,2.94961
giver,821,3292,3851,-981.24,-3686.49,9.50553,4.86947
giver,822,3292,3851,-981.24,-3686.49,9.50553,4.86947
giver,823,3188,4072,-825.636,-4920.76,19.7409,0.261799
giver,825,3139,3736,274.988,-4709.3,17.5719,5.67232
giver,826,3188,4072,-825.636,-4920.76,19.7409,0.261799
giver,827,3208,3752,1102.09,-4945.36,15.6857,2.35619
giver,828,3142,1877,287.265,-4724.88,13.2142,5.2709
giver,829,3208,3752,1102.09,-4945.36,15.6857,2.35619
giver,831,3139,3736,274.988,-4709.3,17.5719,5.67232
giver,833,3233,3817,-1150.41,-1027.37,3.57968,5.70723
giver,834,3293,7129,999.763,-4414.4,14.4718,5.42797
giver,835,3293,7129,999.763,-4414.4,14.4718,5.42797
giver,837,3139,3736,274.988,-4709.3,17.5719,5.67232
giver,840,3336,3884,271.805,-4650.83,11.7894,4.81711
giver,842,3337,3852,303.432,-3686.16,27.1502,5.09636
giver,843,3341,3844,-3589.96,-2027.71,91.7917,5.78916
giver,844,3338,3850,-482.475,-2670.19,97.522,0.733038
giver,845,3338,3850,-482.475,-2670.19,97.522,0.733038
giver,846,3341,3844,-3589.96,-2027.71,91.7917,5.78916
giver,848,3390,1965,-424.542,-2589.88,95.9052,6.23082
giver,849,3341,3844,-3589.96,-2027.71,91.7917,5.78916
giver,850,3389,3847,-307.136,-1971.95,96.48,4.64258
giver,851,3389,3847,-307.136,-1971.95,96.48,4.64258
giver,852,3389,3847,-307.136,-1971.95,96.48,4.64258
giver,853,3390,1965,-424.542,-2589.88,95.9052,6.23082
giver,854,3418,3818,-2347.39,-1925.27,95.8728,2.6529
giver,855,3389,3847,-307.136,-1971.95,96.48,4.64258
giver,858,3439,11912,1109.15,-3104.11,82.4108,2.86234
giver,860,3441,4520,-1413.06,-125.633,159.018,0.890118
giver,861,3052,3823,-2335.79,-354.018,-8.70432,5.0091
giver,862,3443,3857,-534.982,-2982.22,93.0775,1.3439
giver,863,3439,11912,1109.15,-3104.11,82.4108,2.86234
giver,865,3446,7034,-928.982,-3697.23,8.06642,3.08923
giver,866,3446,7034,-928.982,-3697.23,8.06642,3.08923
giver,867,3449,3849,-474.894,-2607.74,127.885,5.74213
giver,868,3428,4092,-389.282,-2552.14,98.9925,5.37561
giver,869,3464,3846,-435.952,-2639.21,96.3588,3.35103
giver,870,3448,3914,-544.992,-2672.77,95.8709,1.16937
giver,871,3429,3856,-473.202,-2595.7,103.806,5.67232
giver,872,3429,3856,-473.202,-2595.7,103.806,5.67232
giver,873,3388,3848,-1350.74,-4048.38,6.23952,5.3058
giver,874,3387,3845,-2382.81,-1922.69,95.8663,0.017453
giver,875,3449,3849,-474.894,-2607.74,127.885,5.74213
giver,876,3449,3849,-474.894,-2607.74,127.885,5.74213
giver,877,3448,3914,-544.992,-2672.77,95.8709,1.16937
giver,878,3430,1346,-2391.57,-1891.09,95.7874,5.44543
giver,879,3430,1346,-2391.57,-1891.09,95.7874,5.44543
giver,880,3448,3914,-544.992,-2672.77,95.8709,1.16937
giver,881,3338,3850,-482.475,-2670.19,97.522,0.733038
giver,882,3387,3845,-2382.81,-1922.69,95.8663,0.017453
giver,886,5769,4519,-1048.74,-303.954,159.114,1.8675
giver,887,3391,7052,-835.563,-3728.66,26.3746,3.21141
giver,888,3391,7052,-835.563,-3728.66,26.3746,3.21141
giver,889,3430,1346,-2391.57,-1891.09,95.7874,5.44543
giver,890,3391,7052,-835.563,-3728.66,26.3746,3.21141
giver,891,3339,19801,-1024.59,-3688.91,23.1962,2.26893
